,username,description,profileUrl,location,website
495,RSaik,CEO @AGvisorPRO | SMGI Consulting | A Top 50 Canadian Ag Influencer | Author FOOD 5.0 | PowerFARM peer group | Keynote Speaker,https://twitter.com/RSaik,"Sylvan Lake, Alberta",http://www.RobertSaik.com
496,tomemmer,Campaign account of Tom Emmer (MN-06). GOP Majority Whip. Working to balance the budget and rein in government spending.,https://twitter.com/tomemmer,"Delano, MN",http://emmerforcongress.com
497,RepJayapal,"Congresswoman, lifelong organizer, mom. Proudly serving WA-07. Chair of @USProgressives, Member of @HouseJudiciary, @EdLaborCmte & @HouseBudgetDems. She/her.",https://twitter.com/RepJayapal,"Seattle, WA",https://jayapal.house.gov/
498,RepLizCheney,"Official Page of Congresswoman Liz Cheney, proudly representing the people of Wyoming.",https://twitter.com/RepLizCheney,"Wyoming, USA",https://cheney.house.gov
499,JohnBarlowMP,"John Barlow, MP for Foothills #CdnPoli, Shadow Minister for Agriculture, Agri-Food and Food Security #cdnag",https://twitter.com/JohnBarlowMP,"Okotoks, Alberta",
500,EricPresidentVR,"| @BigBoxVR | @PopulationOneVR | 50k+ Youtube Subs| Business Email: YTprezbusiness@gmail.com ""The opinions stated here are my own, not those of my company.""",https://twitter.com/EricPresidentVR,"Seattle, WA",https://www.youtube.com/c/Prez_VR
501,GovInslee,"Governor of Washington. Tweets on innovation, jobs, education, clean energy & my grandkids. Building a WA that works for everyone.",https://twitter.com/GovInslee,"Olympia, WA",http://governor.wa.gov
502,LtGovFlanagan,"Mom, wife, organizer, former State Rep, Anishinaabekwe. Lt. Governor of Minnesota. Working together across lines of difference to get things done. #OneMinnesota",https://twitter.com/LtGovFlanagan,"Minnesota, USA",https://mn.gov/governor
503,TinaSmithMN,"Converse-wearing, donut-eating U.S. Senator from Minnesota. Longtime fierce advocate for families and grandma. she/her",https://twitter.com/TinaSmithMN,"Minnesota, USA",http://iwillvote.com
504,DougBurgum,The 33rd Governor of North Dakota.,https://twitter.com/DougBurgum,"Bismarck, ND",http://www.governor.nd.gov
505,CandiceBergenMP,"Former Leader of Conservative Party & MP. Blessed by God’s grace,a loving family and great friends. Believer that Canadian energy can save the world!",https://twitter.com/CandiceBergenMP,"Winnipeg, Manitoba",http://candicebergen.ca
506,drewhendrySNP,"MP for Inverness, Nairn, Badenoch & Strathspey | SNP Foreign Affairs Spokesperson
Honorary Consul to Embassy of Romania 🇷🇴  @Scots_Choice podcast host🎙",https://twitter.com/drewhendrySNP,The Highlands,http://www.drewhendrymp.scot
507,DaneLloydMP,"Shadow Minister emergency 🚨 preparedness, Albertan, Soldier, Conservative MP for Sturgeon River-Parkland. Fear God, Honour the King. Micah 6:8.",https://twitter.com/DaneLloydMP,"Spruce Grove, Alberta",https://www.sturgeonriver.ca/donate
508,HMcPhersonMP,@NDP MP for Edmonton Strathcona. Proud Edmontonian. Mom of 2 amazing kids. Oilers fan & dog lover. Let’s keep Strathcona progressive! She/Her,https://twitter.com/HMcPhersonMP,"Edmonton, Alberta",http://www.heathermcpherson.ca
509,ElizabethMay,"@CanadianGreens MP-Saanich-Gulf Islands, Activist, Author & Mother.  GPC Leader with Jonathan Pedneault. En français: @MayElizabeth (she/her)",https://twitter.com/ElizabethMay,"Sidney, British Columbia",https://linktr.ee/elizabethemay
510,ShannonStubbsMP,"#CPC MP for Lakeland, Shadow Minister for Natural Resources. Wife & horse enthusiast. Twice awarded ""Best Constit Rep.""",https://twitter.com/ShannonStubbsMP,"Two Hills, Alberta",http://www.shannonstubbs.ca
511,RachaelThomasMP,"Member of Parliament for Lethbridge, Alberta, Shadow Minister for Canadian Heritage.",https://twitter.com/RachaelThomasMP,"Lethbridge, Alberta",http://www.killbillc11.ca
512,DanAlbas,"CPC MP Central Okanagan-Similkameen-Nicola. I have faith in 🇨🇦 & Canadians. More accountable government, technological progress & economic growth? Yes, please",https://twitter.com/DanAlbas,"West Kelowna, BC Canada",http://www.DanAlbas.com
513,MikeLakeMP,🇨🇦 Conservative MP (Edmonton-Wetaskiwin). Father of 2 great kids. @UAlberta. Oilers/Jays.,https://twitter.com/MikeLakeMP,"Edmonton, Alberta, Canada",http://www.MikeLake.ca
514,markstrahl,"Husband, father, Chilliwack born and raised. Member of Parliament for #Chilliwack--#HopeBC. Conservative Shadow Minister for Transport",https://twitter.com/markstrahl,"Chilliwack, British Columbia",http://www.markstrahl.com
515,Cooper4SAE,"Conservative Member of Parliament for St. Albert-Edmonton, Shadow Minister for Democratic Reform",https://twitter.com/Cooper4SAE,St. Albert-Edmonton,http://www.michaelcoopermp.ca
516,S_Hammond,"Member of Parliament for Wimbledon, Raynes Park, Morden and Motspur Park. Please email specific enquiries to stephen.hammond.mp@parliament.uk",https://twitter.com/S_Hammond,Wimbledon,http://www.stephenhammond.net
517,BlakeRichardsMP,Conservative Member of Parliament for Banff | Airdrie | Cochrane | Canmore | Crossfield,https://twitter.com/BlakeRichardsMP,Alberta,http://www.blakerichards.ca
518,ericswalwell,"Dad to Nelson, Cricket & Hank | Husband | CA Congressman | Text 'ERIC' to 43033 to join our team | The new edition of my book Endgame is on sale now! (link👇🏼)",https://twitter.com/ericswalwell,"East Bay, California",http://bit.ly/endgamepb
519,RepMikeHonda,"Lived through the unjust Japanese Internment Camps, Retired Congressman for 17th District of Silicon Valley (2001-2017), Former DNC Vice Chair, Teacher, 🧢2020",https://twitter.com/RepMikeHonda,"San Jose, CA",
520,RepJimmyGomez,"Official account, U.S. Congressman Jimmy Gomez (CA-34, Los Angeles). Serving on the @OversightDems Committee. Founder of Congressional @dadscaucus",https://twitter.com/RepJimmyGomez,"Los Angeles, CA",https://linktr.ee/repjimmygomez
521,DeeJayiLLWiLL,@ThaAlumni CEO | Proud Dad | #ALIVE Deluxe out now! bit.ly/ALIVEDeluxe,https://twitter.com/DeeJayiLLWiLL,Los Angeles,https://www.Tha-Alumni.com
522,LAPDChiefMoore,Chief of Police- Los Angeles Police Department (@LAPDHQ) Instagram: LAPDChiefMoore,https://twitter.com/LAPDChiefMoore,"Los Angeles, CA",https://bit.ly/2JkVkQD
523,RepPeteAguilar,"Dad, husband, former mayor. Proud to be the Inland Empire’s voice in Congress representing #CA33. Chair of @HouseDemocrats.",https://twitter.com/RepPeteAguilar,"San Bernardino, CA",http://aguilar.house.gov/
524,JaredHuffman,Congressman for CA's 2nd Dist.  Posts on this page authorized by Huffman for Congress.  For my official House of Representatives feed please follow @RepHuffman,https://twitter.com/JaredHuffman,Northern California,http://www.jaredhuffman.com
525,RepJuanVargas,"Official Twitter account of Rep. Vargas, representing southern San Diego County, including cities of San Diego, National City, Chula Vista & Imperial Beach#CA52",https://twitter.com/RepJuanVargas,San Diego County,http://vargas.house.gov
526,LAFDChief,Fire Chief of the Los Angeles City Fire Department.,https://twitter.com/LAFDChief,"Los Angeles, CA",http://www.lafd.org
527,BrianMercurio,"I'm a music promoter/host,and CEO of @BAM_Promotions.I'm here to promote up & coming recording artist & bands worldwide.",https://twitter.com/BrianMercurio,New York & Los Angeles,
528,BernardJTyson,Former Chairman & CEO of Kaiser Permanente; Passionate about life and #healthcare.,https://twitter.com/BernardJTyson,"Oakland, California",
529,TradeIdeas,#MAGA #America First #CEO of #TradeIdeas. Our#software helps self directed #stock #investors beat the market since 2001. trade-ideas.com/ti-dan-mirkin discount,https://twitter.com/TradeIdeas,"Encinitas, CA",http://Trade-Ideas.com
530,ChicCEO,Chic CEO is a free online resource for female entrepreneurs. Empowering savvy entrepreneurs. Follow our founder: @StephanieABurns,https://twitter.com/ChicCEO,"San Diego, CA",http://www.chic-ceo.com
531,ZipRecruiterCEO,"Co-Founder & CEO at @ZipRecruiter, author of #GetHiredNow! Proud father. Product champion. Tweets are my own.",https://twitter.com/ZipRecruiterCEO,"Santa Monica, CA",http://www.gethirednowbook.com/
532,BearishBullsCEO,"💎 CEO / Head Trader of @bullish_club . You Doubt, I Earn. You Ignore, I Earn. You Join, We Both Earn. discord.com/invite/hvkPJPS",https://twitter.com/BearishBullsCEO,"Los Angeles, CA",https://discord.gg/hvkPJPS
533,UnmistakableCEO,Get the free smart notes course znap.link/unmistakableceo,https://twitter.com/UnmistakableCEO,Los Angeles,http://unmistakablecreative.com/
534,TwinCityCEO,Official Account of TwinCityCEO Artist/Rapper/Producer,https://twitter.com/TwinCityCEO,"Hollywood, Los Angeles",
535,TeamPelosi,"House Speaker Emerita. #CA11 Congresswoman. “Don’t Agonize, Organize!” Tweets from Nancy are signed -NP",https://twitter.com/TeamPelosi,San Francisco,https://store.pelosiforcongress.org/
536,RepKatieHill,"Congresswoman serving the Antelope, Simi & Santa Clarita Valleys in #CA25. But call me Katie. Let’s get to work.",https://twitter.com/RepKatieHill,"Santa Clarita, CA",http://katiehill.house.gov
537,katieporteroc,Irvine mom & Consumer Protection Attorney. Congresswoman for #CA47. Running for U.S. Senate. #PorterSupporter IG: KatiePorterOC,https://twitter.com/katieporteroc,"Irvine, CA",http://katieporter.com
538,BarbaraLeeForCA,A Champion for Justice Who Delivers for Everyone. Candidate for US Senate in California. Proud Congresswoman from the East Bay.,https://twitter.com/BarbaraLeeForCA,"Oakland, CA",http://BarbaraLeeforCA.com/
539,KatieHill4CA,Former Congresswoman. Finn’s mom. Author of She Will Rise: shewillrisebook.com. Founder of HER Time PAC: @hertime2020. Not done yet.,https://twitter.com/KatieHill4CA,"Santa Clarita, CA",http://her-time.com
540,YoungKimCA,"Mom, wife, Congresswoman. Fighting to preserve the American Dream for all and running for reelection in #CA40.",https://twitter.com/YoungKimCA,"Orange, CA",http://youngkimforcongress.com
541,KarenBassLA,Mayor of Los Angeles. Coalition builder. Changemaker. Let's do this — together. This account is being used for campaign purposes by Karen Bass for Mayor 2022,https://twitter.com/KarenBassLA,"Los Angeles, CA",http://karenbass.com
542,MAKE_US_AMERICA,• WE WILL BRING BACK A GOOD EXAMPLE & GOOD MORAL CHARACTER TO THE OVAL OFFICE.!,https://twitter.com/MAKE_US_AMERICA,Beautiful Northern California,https://www.tiktok.com/@make_us_america?_t=8WBq5GGdE3q&_r=1
543,PresidentFolt,President of the University of Southern California,https://twitter.com/PresidentFolt,"Los Angeles, CA",https://www.president.usc.edu/
544,PatriotNotPol,Fmr CA Assemblyman | Former Minuteman #PatriotNotPolitician #BuildTheWall #NoAmnesty,https://twitter.com/PatriotNotPol,"Twin Peaks, CA",https://www.donnelly4congress.com/
545,CAgovernor,The Office of the California Governor Gavin Newsom.,https://twitter.com/CAgovernor,"Sacramento, CA",http://gov.ca.gov
546,GovernorLittle,33rd Governor of Idaho. Making Idaho the place where our children and grandchildren choose to live.,https://twitter.com/GovernorLittle,"Boise, ID",http://Gov.Idaho.Gov
547,Cal_OES,Cal OES serves as the state’s leadership hub during all major emergencies and disasters.,https://twitter.com/Cal_OES,"Sacramento, California",http://www.caloes.ca.gov
548,CortezMasto,"Senator from the great state of Nevada. Former Attorney General.

Third generation Nevadan fighting for families, workers, and all Nevadans.",https://twitter.com/CortezMasto,"Las Vegas, Nevada",http://www.catherinecortezmasto.com
549,SenatorReid,Former Senator from the great state of Nevada.,https://twitter.com/SenatorReid,"Searchlight, NV",
550,GovPressOffice,Official twitter handle for the press office of @CAgovernor @GavinNewsom 🗞️📸 #CaliforniaForAll,https://twitter.com/GovPressOffice,California State Capitol,http://www.gov.ca.gov/newsroom
551,TmarketL,I help traders to have consistent results by using #CANSLIM strategy ………………………………………………………………………………………………………………………………truemarketleaders@gmail.com,https://twitter.com/TmarketL,Remote,https://bit.ly/3k8T86C
552,LeaderChat,Leadership and learning-focused updates and resources from The Ken Blanchard Companies. Learn more about becoming a better manager.,https://twitter.com/LeaderChat,"San Diego, CA",https://www.kenblanchard.com/
553,SpeakerMcCarthy,Speaker of the House and Representative of California's 20th District in the House of Representatives.,https://twitter.com/SpeakerMcCarthy,"Bakersfield, CA",http://Speaker.gov
554,SpeakerPelosi,"Representative for CA-11, fighting for the people of San Francisco. 52nd Speaker of the House. Wife, mother, grandmother, dark chocolate connoisseur.",https://twitter.com/SpeakerPelosi,San Francisco,http://pelosi.house.gov
555,tedlieu,"Husband of Betty, the love of my life. Father of two great kids. USAF veteran. Member of Congress. In that order. Also, empathy is good.",https://twitter.com/tedlieu,California,http://www.TedLieu.com
556,CEOAdam,"CEO of @AMCTheatres since 2016. So just how much do you love movies? Former CEO of Starwood Hotels, Norwegian Cruise Line, Vail Resorts and  Philadelphia 76ers.",https://twitter.com/CEOAdam,"Kansas City, USA",http://www.amctheatres.com
557,johnrobertsFox,"@FoxNews Co-Anchor ""America Reports"". Former WH Correspondent (Trump, Bush, Clinton) Husband to the amazing @KyraPhillips 👩‍❤️‍💋‍👨ABC News anchor. 🤟🏻",https://twitter.com/johnrobertsFox,United States,http://www.foxnews.com
558,CEOAction,Largest CEO-driven business commitment to advance diversity and inclusion within the workplace. #CEOAction,https://twitter.com/CEOAction,United States,https://www.ceoaction.com/
559,RepCohen,Memphis | Ranking Member of Aviation Subcommittee | Champion for Justice and Civil Rights on Judiciary Committee | House Ranking Member of Helsinki Commission,https://twitter.com/RepCohen,"Memphis, TN",http://cohen.house.gov
560,darkjournalist,The Truth Runs Deep! In-depth analysis of the impact of advanced technology and covert political processes that form the Deep State. Home of the X-Series...,https://twitter.com/darkjournalist,USA,http://www.darkjournalist.com
561,ChuckHoskin_Jr,Chief of the Cherokee Nation,https://twitter.com/ChuckHoskin_Jr,"Vinita, OK",http://www.cherokee.org
562,theheauxmentor,CEO of HeauxCosmetics.com IG: TheHeauxMentor,https://twitter.com/theheauxmentor,United States,https://bio.site/HCosmetics
563,UnionChasersCEO,Principal Owner @BaseballAmerica ; CEO & Owner Triple-A @OmaStormchasers ; General Partner Double-A @GoSquirrels & @BiscuitBaseball ; CEO & Owner @Union_Omaha,https://twitter.com/UnionChasersCEO,"Omaha, NE",https://en.m.wikipedia.org/wiki/Gary_Green_(baseball_owner)
564,garybcohen,Executive Coach to High Performers & CEOs | Co-Founder of a NASDAQ Company| 13 National & Local Awards | International Keynote Speaker & Author,https://twitter.com/garybcohen,"Minneapolis, MN",http://co2partners.com
