user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Edge Technology News,Online,Technology Social Channel. #EdgeComputing #IoT #IIoT #AI #Drones #ML,2016-04-03 16:09:26+00:00,21705,18729,20676,False,2023-04-08 19:04:39+00:00,"Business leaders have made bold commitments to reducing emissions. The challenge will be fulfilling these pledges across industries.
Source @McKinsey Link https://t.co/xoED5zw9UB rt @antgrasso #ESG #Sustainability #CEO https://t.co/3gugFLVo73",,Twitter Web App,False
Jan Barbosa 🐝,"Puerto Rico, USA",Brand Ambassador at @beBee Inc. | @Onalytica 2016 AR + 2020 IIOT + 2021 AI + 2022 IOT/IIOT Top 100 Social Amplifier | #AI #IOT #Socialmedia #ADHD | 🇺🇸🇵🇷🇵🇹,2015-04-20 23:40:44+00:00,14862,8890,89554,False,2023-04-08 19:04:08+00:00,"RT @robmay70: ⭕ If your people aren't cybersecure then neither is your business.
https://t.co/0WWcVJ2BfT #CEO #CyberSecurity https://t.co/p…","['CEO', 'CyberSecurity']",Twitter for iPhone,False
Vega,Estados Unidos,,2021-04-01 19:11:30+00:00,4,83,2454,False,2023-04-08 18:54:58+00:00,"RT @CrazyHardyFan: MONE MAKER 💵🔥

#CEO #njpw #njSG #njpwworld #STARDOM https://t.co/AVgLLHE8w9","['CEO', 'njpw', 'njSG', 'njpwworld', 'STARDOM']",Twitter for Android,False
Jermyn K.Y. Voon,"Alberta, Canada","@MRUBissett & @ICDCanada GEP Alumnus; #CPA (C); @FedYYC, @yycarts & @DownstageYYC BOD; Community Leader; Political Junkie; Frmer #GoC Intern #CorpGov. RT=FYI",2009-04-16 05:42:40+00:00,2309,5001,140022,False,2023-04-08 18:46:09+00:00,RT @MPBorman: How #CFOs further #valuecreation by leading on #Sustainability https://t.co/E8D38LTn29 @Stratandbiz @PwC #corpgov #CEO #CFO #…,"['CFOs', 'valuecreation', 'Sustainability', 'corpgov', 'CEO', 'CFO']",Twitter for iPhone,False
Erica Morales,,•🌹“Roses Are Red Violets Are Blue”🌹•,2020-02-22 23:12:24+00:00,21,88,3236,False,2023-04-08 18:25:30+00:00,RT @MercedesVarnado: Always bank on yourself! #Monè #CEO #IWGPWomensChampion https://t.co/jTwq4MLA6y,"['Monè', 'CEO', 'IWGPWomensChampion']",Twitter for iPhone,False
Manel,"Blanes, Catalunya",I am Systems engineer working mostly with Linux systems. Getting AWS Certified.,2021-03-25 18:21:57+00:00,376,5004,1813,False,2023-04-08 18:22:30+00:00,"RT @corixpartners: The #CyberSecurity Leadership Handbook for the #CISO &amp; the #CEO

How to Fix Decade-Old Issues and Protect Your Organizat…","['CyberSecurity', 'CISO', 'CEO']",Twitter for Android,False
☠️織田⛩GACKT🎙,,はじめまして！三重在住の40歳🚹です。 プロフィール見て頂きありがとうございます！ 僕は昔から☠️GACKT様🎙 ✨YOSHIKIさん🎹✨LUNA SEA🎸🥁あと趣味は、音楽🎤✨ショッピングや✨アニメ✨映画🎬✨写真を撮る🤳など沢山あります。メッセージ待ってるよ〜✌︎('ω'✌︎ )✨✨,2017-06-18 07:25:35+00:00,393,1128,224041,False,2023-04-08 18:14:08+00:00,"RT @yamanaka_syubrt: We can't wait to meet the amazing champion at Sakura Genesis 2023!🌸👑🇯🇵✨

🔥@MercedesVarnado 🔥

#Monè #CEO #IWGPWomensCh…","['Monè', 'CEO']",Twitter for iPhone,False
excellencia,"Bristol, England",The Corporate Governance experts working with company directors & their boards to help businesses grow. Board evaluation and Director development #CorpGov #ESG,2011-09-19 16:06:19+00:00,8896,8302,15,False,2023-04-08 18:11:31+00:00,RT @MPBorman: #Purpose Reckoning Is Underway: 6 Characteristics that Define Leading Companies https://t.co/4wVy8Nn8Nt @Korn_Ferry @DanielGolemanEI #corpgov #CEO #CFO #CHRO #HCM #ESG #GRC #Board #BoardofDirectors #governance #ESGstrategy #ESGinvesting https://t.co/vdhjYQgrA5,['Purpose'],IFTTT,False
excellencia,"Bristol, England",The Corporate Governance experts working with company directors & their boards to help businesses grow. Board evaluation and Director development #CorpGov #ESG,2011-09-19 16:06:19+00:00,8896,8302,15,False,2023-04-08 18:11:31+00:00,RT @MPBorman: #ToxicCulture Gap Shows Companies Are Failing #Women https://t.co/qTbpFIlfwn @mitsmr @culturexinsight #toxicworkplace #corpgov #CEO #CFO #CHRO #HCM #CSuite #ESG #GRC #Board #BoardofDirectors #governance #companyculture #leadership #leader … https://t.co/M22mYBJtHn,"['ToxicCulture', 'Women']",IFTTT,False
excellencia,"Bristol, England",The Corporate Governance experts working with company directors & their boards to help businesses grow. Board evaluation and Director development #CorpGov #ESG,2011-09-19 16:06:19+00:00,8896,8302,15,False,2023-04-08 18:11:29+00:00,RT @MPBorman: How Much Does #Purpose Matter to Bottom Line? https://t.co/KmQ75XyTpB @HBSWK #corpgov #CEO #CFO #GRC #ESG #CSR #HCM #Board #BoardofDirectors #governance #CompensationCommittee #AuditCommittee #BoardLeadership #BoardEffectiveness #companycu… https://t.co/jKKwLH71Ya,"['Purpose', 'corpgov', 'CEO', 'CFO', 'GRC']",IFTTT,False
