Username,Bio,profile URL,Location,Websites
VSReddy_MP,"mp - rajya sabha | chairman- parliamentary standing committee on transport, tourism & culture | ysrcp parliamentary party leader | national gen. sec. @ysrcparty",https://twitter.com/VSReddy_MP,"seethammadhara, visakhapatnam",https://t.co/X5V6w0UoCW
vickyford,"mp for chelmsford, 🇬🇧former minister for development & imco chair. 💙children, tech, investment, science, helping women & the nhs 🏏🎣",https://twitter.com/vickyford,,https://t.co/EFqc6hDpki
DanJarvisMP,labour mp for barnsley central | first south yorkshire mayor | author of long way home | parachute regiment veteran,https://twitter.com/DanJarvisMP,"barnsley, yorkshire.",https://t.co/93KNjkJoyg
NeilDotObrien,"mp for harborough, oadby & wigston

for constituency issues email neil.obrien.mp@parliament.uk",https://twitter.com/NeilDotObrien,"harborough, oadby and wigston ",https://t.co/XdbbLqzttW
RichardBurgon,"labour mp for east leeds. leeds born and bred. secretary of the socialist campaign group of labour mps🌹 

e-mail for constituents: richard@richardburgon.com",https://twitter.com/RichardBurgon,leeds,https://t.co/cjevuYZ8Qe
LucyMPowell,labour & co-op mp for manchester central | shadow secretary of state for digital culture media and sport contact@lucypowell.org.uk https://t.co/awtsw7n6vh,https://twitter.com/LucyMPowell,"manchester, england",https://t.co/sLotORWxEM
eyespymp,email tweet@eyespy.mp what you see an mp doing. put your sighting in the subject line and it will be auto-tweeted. crowd sourced gossip.,https://twitter.com/eyespymp,westminster,https://t.co/n94vLg1bpP
jreynoldsMP,"shadow secretary of state for @beisgovuk . lab/co-op mp for stalybridge, hyde, mossley, longdendale & dukinfield. chair @chrleft.",https://twitter.com/jreynoldsMP,stalybridge,https://t.co/RuGhEuxuDK
KerryMP,labour mp for bristol east. shadow minister for climate change. kerry.mccarthy.mp@parliament.uk humbled by the void🌱https://t.co/sia1yew5f6,https://twitter.com/KerryMP,bristol,https://t.co/zsurRKRqpB
SarahChampionMP,proud to be labour mp for rotherham & chair of the international development select committee. rt & likes are not endorsements.,https://twitter.com/SarahChampionMP,,https://t.co/bJHqLb1xbM
hbaldwin,"mp west worcestershire, chair @commonstreasury & on @natopapress @pace_news trustee https://t.co/54au8k1per casework please e-mail direct",https://twitter.com/hbaldwin,malvern,https://t.co/G8OCWgR94I
drkiritpsolanki,"mp (loksabha), ahmedabad west. ex professor of surgery & advanced minimal access surgeon. chairman, ‘ committee on sc/st welfare.’ . “shrestha sansad 2019.",https://twitter.com/drkiritpsolanki,,https://t.co/zwd8UGlny9
StephenJonesMP,"labor mp for whitlam, assistant treasurer and minister for financial services. authorised s jones mp, alp, shellharbour.",https://twitter.com/StephenJonesMP,illawarra nsw,https://t.co/sYUNhUvCam
peterkyle,labour mp for hove and portslade + shadow secretary of state for northern ireland,https://twitter.com/peterkyle,hove,https://t.co/nRQq4Ndcvg
PreetKGillMP,labour & co-op mp for birmingham edgbaston and shadow international development secretary #sdgs preet.gill.mp@parliament.uk 0121-392-8426,https://twitter.com/PreetKGillMP,"birmingham, england",https://t.co/y4W7Gcl3Cz
Matt_KeanMP,"nsw treasurer, minister for energy, mp for hornsby authorised by matt kean mp, 25-29 hunter street, hornsby nsw 2077",https://twitter.com/Matt_KeanMP,state member for hornsby,https://t.co/tmkvfMZWAv
andreajenkyns,"proud mum, #yorkshire woman, love our country🇬🇧 
mp for #morley & #outwood. 
for my help please email andrea.jenkyns.mp@parliament.uk",https://twitter.com/andreajenkyns,morley and outwood,https://t.co/vMah1DGsj0
JamesDuddridge,conservative mp for rochford and southend east. james@jamesduddridge.com 🇬🇧,https://twitter.com/JamesDuddridge,southend city,https://t.co/ZEGdk2hArL
GwynneMP,"🌹 labour mp for denton & reddish | shadow public health minister | husband, dad, grandad, owned by 2 cats and a chihuahua | vic-20 user 🕹👾",https://twitter.com/GwynneMP,tameside & stockport / london,https://t.co/UdP3wafPAx
BellRibeiroAddy,socialist. feminist. anti-racist. trade unionist. she/her. @uklabour mp streatham🌹 for casework: https://t.co/ix3wbjk8qn,https://twitter.com/BellRibeiroAddy,"streatham, london",https://t.co/FiXmSNoPmK
liambyrnemp,"mp for hodge hill | chair, global parliamentary network on the world bank & imf @parlnetwork | member house of commons foreign affairs committee @commonsforeign",https://twitter.com/liambyrnemp,uk,https://t.co/ApPYCW3Obd
carolinenokes,"conservative mp for romsey & southampton n. ""lah-di-dah tory wet"" (d mail)/""enver hoxha"" (private eye) . pls email for casework. caroline.nokes.mp@parliament.uk",https://twitter.com/carolinenokes,"romsey, hampshire",https://t.co/UUkZJ8FY9t
KevinBrennanMP,@welshlabour mp for cardiff west & @commonsdcms select committee member. constituency casework can't be dealt with here please email brennank@parliament.uk.,https://twitter.com/KevinBrennanMP,cardiff,https://t.co/OL5uNARv3C
Nus_Ghani,"🇬🇧 mp for wealden. minister of state at @biztradegovuk. ex-beis & transport minister, beis & nato science select committee, 1922 vc.🇨🇳/🇷🇺 sanctionee",https://twitter.com/Nus_Ghani,"wealden, england",https://t.co/mR4UH3kUSy
bphillipsonMP,labour mp for houghton & sunderland south. shadow education secretary. constituents please get in touch here: https://t.co/ckepjbplks,https://twitter.com/bphillipsonMP,,https://t.co/Li6paOsE12
RosieDuffield1,"only labour mp in kent. believer in x-party working.
@commonsefra, chair @apdawg1, vice chair of @appgaa, member of more.
enquiries@rosieduffieldmp.co.uk",https://twitter.com/RosieDuffield1,"canterbury, kent.",
Afzal4Gorton,@uklabour mp for manchester gorton i shadow justice minister i casework 👉🏾 afzal.khan.mp@parliament.uk he/him | rts not endorsements,https://twitter.com/Afzal4Gorton,"manchester, uk",https://t.co/Lzad5dQSqD
LindsayHoyle_MP,this page relates to my work as mp for chorley only. follow @commonsspeaker for anything related to my role as speaker of the uk @houseofcommons,https://twitter.com/LindsayHoyle_MP,"chorley, england",
IanLaveryMP,proud to be the labour mp for wansbeck🌹,https://twitter.com/IanLaveryMP,wonderful wansbeck,https://t.co/zikOi9Tth1
DamianGreen,member of parliament for ashford. for an individual reply email https://t.co/uu0yxowdxj.mp@parliament. uk,https://twitter.com/DamianGreen,,https://t.co/Nt9JPj8jG9
Debbie_abrahams,"labour mp for oldham east & saddleworth. 🌹 former public health consultant. fellow of the faculty of public health. for support, email abrahamsd@parliament.uk",https://twitter.com/Debbie_abrahams,,https://t.co/rN9CRokfM5
jon_trickett,born in great county of yorkshire. former leader of leeds city council. proud labour mp for hemsworth.retweets past and present don’t reflect my own views,https://twitter.com/jon_trickett,democratic socialist,https://t.co/MdROP6TwMj
SDoughtyMP,"labour + cooperative mp for cardiff south & penarth | shadow minister for europe, north america & uk overseas territories |🌹🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧🇺🇳🏳️‍🌈",https://twitter.com/SDoughtyMP,"cardiff, wales",https://t.co/0DpWiGtkmE
JakeBerry,conservative mp for rossendale and darwen.,https://twitter.com/JakeBerry,lancashire,https://t.co/i94aQh2Gar
meaglemp,labour mp for garston & halewood t 0151 448 1167 e maria.eagle.mp@parliament.uk,https://twitter.com/meaglemp,liverpool ,https://t.co/1CFdxNoMqV
DehennaDavison,first conservative mp for beautiful bishop auckland | levelling up minister @luhc | name rhymes with vienna | one punch assault campaigner,https://twitter.com/DehennaDavison,"coundon, england",https://t.co/fOB280MvnK
NickTorfaen,shadow secretary of state for international trade and welsh labour mp for torfaen,https://twitter.com/NickTorfaen,torfaen,https://t.co/ypwKn17wDF
IanMurrayMP,shadow secretary of state for scotland and labour mp for edinburgh south. please email casework to ian.murray.mp@parliament.uk otherwise it may be missed here.,https://twitter.com/IanMurrayMP,edinburgh,https://t.co/ikUgOiJNGW
CatherineWest1,labour mp for hornsey and wood green | shadow minister for asia & the pacific | mum of two | tweets my own,https://twitter.com/CatherineWest1,"london, england",https://t.co/8NCfXzV6Cu
HelenGrantMP,"mp for maidstone and the weald. 
prime minister's special envoy for girls’ education. 
prime minister's trade envoy to nigeria.
helen.grant.mp@parliament.uk",https://twitter.com/HelenGrantMP,"maidstone, kent, england",https://t.co/QPVAe90HHh
FloEshalomi,labour & co-op mp for vauxhall |mia&malachi’s mummy| jollof rice fan |shadow minister for cabinet office| no casework on here please 👍🏾 #southlondonmassive,https://twitter.com/FloEshalomi,"lambeth, london",https://t.co/tObRb5Yu0Q
HuddlestonNigel,"mp for mid worcestershire and minister of state at the department for business and trade.
constituents please contact me via parliament.",https://twitter.com/HuddlestonNigel,worcestershire,https://t.co/dnN5nxs2kZ
JohnHealey_MP,husband and dad. proud yorkshireman. labour mp for wentworth and dearne and shadow defence secretary.,https://twitter.com/JohnHealey_MP,rotherham,https://t.co/Vwcawkhnac
AndyMcDonaldMP,labour mp for middlesbrough,https://twitter.com/AndyMcDonaldMP,"middlesbrough, england",https://t.co/aCiV0Vgv5d
Douglas4Moray,"leader of @scottories, mp for moray and msp for the highlands and islands. posts promoted by d ross, 67 northumberland street, edinburgh, eh3 6jg.",https://twitter.com/Douglas4Moray,moray,https://t.co/IlaoscsgvP
CatSmithMP,labour mp for lancaster and fleetwood; email cat.smith.mp@parliament.uk if you want to be heard above the twitter noise.,https://twitter.com/CatSmithMP,lancaster and fleetwood ,https://t.co/mvOQG1Yo0g
AnitaAnandMP,"mp for oakville, minister of national defence, mom, lawyer & professor. députée d’oakville, ministre de la défense nationale, mère, avocate, prof. she/her 🇨🇦",https://twitter.com/AnitaAnandMP,"oakville, ontario",https://t.co/9U6UgNf7y9
DanCardenMP,@uklabour mp for liverpool walton 🌹| @commonspac | casework: 📩 dan.carden.mp@parliament.uk | 🏳️‍🌈,https://twitter.com/DanCardenMP,liverpool,https://t.co/APLZjqjLO2
michelledonelan,"mp for chippenham constituency. secretary of state for science, innovation and technology michelle.donelan.mp@parliament.uk",https://twitter.com/michelledonelan,chippenham,https://t.co/ZCMkhy6dUL
PeterMannionMP,"mp for south east north wessex downs and hampshire central north. i think elon would like me to say i'm a parody, but i'm not really, i'm more of a nom de plume",https://twitter.com/PeterMannionMP,"westminster, uk",
ALeighMP,"labor mp in the australian parliament. dad of 3. economist. triathlete. author of ‘fair game’, ‘what’s the worst that could happen?’, ‘reconnected’ and more.",https://twitter.com/ALeighMP,"canberra, australia",https://t.co/ZCvA8MJ7co
Simon4NDorset,"mp for north dorset. chairman, northern ireland select committee. for policy issues or book an appointment at an advice surgery e: simon.hoare.mp@parliament.uk",https://twitter.com/Simon4NDorset,,https://t.co/lshMfbdXla
JimfromOldham,"labour & co-operative mp for oldham west & royton | chair, co-operative party | shadow secretary of state for environment, food & rural affairs 🌹🐝",https://twitter.com/JimfromOldham,"oldham, england",https://t.co/yEtLi0IokF
JustinTomlinson,"north swindon conservative mp & assistant manager to clemmie, margot & kate ⚽️",https://twitter.com/JustinTomlinson,"swindon, uk",https://t.co/D3a1kI9yne
SeemaMalhotra1,labour & co-op mp for feltham & heston. shadow minister for business and consumers. co-founder & president of the fabian women’s network.,https://twitter.com/SeemaMalhotra1,uk,https://t.co/12fvQjptTs
JEChalmers,"treasurer of australia, labor mp for rankin, proudly logan, qld born & bred.",https://twitter.com/JEChalmers,australia,https://t.co/qwXjbyFzM9
tobyperkinsmp,labour mp for chesterfield; shadow minister for fe and skills - email: toby.perkins.mp@parliament.uk #sufc #spireites & british tennis 🎾,https://twitter.com/tobyperkinsmp,"chesterfield, england",https://t.co/QHKGgU0eeS
morton_wendy,mp for aldridge-brownhills constituency.,https://twitter.com/morton_wendy,"aldridge, england",
SamTarry,@uklabour mp for ilford south | former shadow transport minister | former official @tssaunion | constituency casework email: sam.tarry.mp@parliament.uk,https://twitter.com/SamTarry,"ilford, london",
mtpennycook,labour mp for greenwich and woolwich | shadow minister for housing and planning | arthur and edie’s dad | matthew.pennycook.mp@parliament.uk,https://twitter.com/mtpennycook,"charlton, south east london",https://t.co/spVsirYVaY
mpvadodara,"02nd term - member of parliament (mp) of vadodara. 
ex deputy mayor of vadodara municipal corporation (vmc). 
1st female president - vadodara bjp.",https://twitter.com/mpvadodara,"gujarat, india",https://t.co/Hhf1TIuL93
nadams,"mp for selby & ainsty. for constituency casework, email nigel.adams.mp@parliament.uk",https://twitter.com/nadams,,https://t.co/oaUDkH87ef
Meg_HillierMP,"labour and co-op mp for hackney south and shoreditch.

constituents please email meg.hillier.mp@parliament.uk",https://twitter.com/Meg_HillierMP,,https://t.co/NfdYO8RDzb
CherylGillan,conservative mp for chesham and amersham all enquiries to gillanc@parliament.uk with name & address and phone number,https://twitter.com/CherylGillan,westminster sw1 0aa,https://t.co/4mllwyCh2W
MPIainDS,"conservative mp for chingford & woodford green, please email iain.duncansmith.mp@parliament.uk for any casework related enquiries",https://twitter.com/MPIainDS,"london, england",https://t.co/b25XtALQco
DavidJonesMP,conservative mp for clwyd west / aelod seneddol ceidwadol dros orllewin clwyd. deputy chairman of the european research group. retweets do not imply approval.,https://twitter.com/DavidJonesMP,north wales and westminster,https://t.co/SYkTWJrlki
